rgn_id,stock_id,year,bbmsy
1,Kajikia_audax-77,2002,0.964
1,Kajikia_audax-77,2003,0.777
1,Kajikia_audax-77,2004,0.832
1,Kajikia_audax-77,2005,0.961
1,Kajikia_audax-77,2006,1.06
1,Kajikia_audax-77,2007,1.25
1,Kajikia_audax-77,2008,1.27
1,Kajikia_audax-77,2009,1.52
1,Kajikia_audax-77,2010,0.474492588820709
1,Xiphias_gladius-21,2001,0.76
1,Xiphias_gladius-21,2002,0.81
1,Xiphias_gladius-21,2003,0.86
1,Xiphias_gladius-21,2004,0.89
1,Xiphias_gladius-21,2005,0.91
1,Xiphias_gladius-21,2006,0.92
1,Xiphias_gladius-21,2007,0.95
1,Xiphias_gladius-21,2008,0.97
1,Xiphias_gladius-21,2009,1.02
1,Xiphias_gladius-21,2010,0.562384377677441
1,Xiphias_gladius-31,2001,0.76
1,Xiphias_gladius-31,2002,0.81
1,Xiphias_gladius-31,2003,0.86
1,Xiphias_gladius-31,2004,0.89
1,Xiphias_gladius-31,2005,0.91
1,Xiphias_gladius-31,2006,0.92
1,Xiphias_gladius-31,2007,0.95
1,Xiphias_gladius-31,2008,0.97
1,Xiphias_gladius-31,2009,1.02
1,Xiphias_gladius-31,2010,1.04018787670007
1,Xiphias_gladius-61,2001,0.651323595519635
1,Xiphias_gladius-61,2002,0.625224023310358
1,Xiphias_gladius-61,2003,0.60631213026259
1,Xiphias_gladius-61,2004,0.589889014269925
1,Xiphias_gladius-61,2005,0.572288159513701
1,Xiphias_gladius-61,2006,0.553580393536306
1,Xiphias_gladius-61,2007,0.531031245664068
1,Xiphias_gladius-61,2008,0.50694118157657
1,Xiphias_gladius-61,2009,0.488580411733563
1,Xiphias_gladius-61,2010,0.478603795251826
1,Xiphias_gladius-67,2001,4.38
1,Xiphias_gladius-67,2002,4.76
1,Xiphias_gladius-67,2003,4.93
1,Xiphias_gladius-67,2004,5.03
1,Xiphias_gladius-67,2005,5.25
1,Xiphias_gladius-67,2006,6.0
1,Xiphias_gladius-67,2007,6.93
1,Xiphias_gladius-67,2008,7.32
1,Xiphias_gladius-67,2009,8.03
1,Xiphias_gladius-67,2010,8.96
1,Xiphias_gladius-77,2001,4.38
1,Xiphias_gladius-77,2002,4.76
1,Xiphias_gladius-77,2003,4.93
1,Xiphias_gladius-77,2004,5.03
1,Xiphias_gladius-77,2005,5.25
1,Xiphias_gladius-77,2006,6.0
1,Xiphias_gladius-77,2007,6.93
1,Xiphias_gladius-77,2008,7.32
1,Xiphias_gladius-77,2009,8.03
1,Xiphias_gladius-77,2010,8.96
1,Salmo_salar-21,2001,0.397416558194173
1,Salmo_salar-21,2002,0.398011316104197
1,Salmo_salar-21,2003,0.4005769249093
1,Salmo_salar-21,2004,0.404560093250447
1,Salmo_salar-21,2005,0.410735443548005
1,Salmo_salar-21,2006,0.415148953216327
1,Salmo_salar-21,2007,0.421125211388323
1,Salmo_salar-21,2008,0.427690075988036
1,Salmo_salar-21,2009,0.436647458912428
1,Salmo_salar-21,2010,0.44561698347670903
1,Oncorhynchus_gorbuscha-61,2001,1.29522833846228
1,Oncorhynchus_gorbuscha-61,2002,1.27108744842918
1,Oncorhynchus_gorbuscha-61,2003,1.24948595210913
1,Oncorhynchus_gorbuscha-61,2004,1.24587531947434
1,Oncorhynchus_gorbuscha-61,2005,1.23363764326118
1,Oncorhynchus_gorbuscha-61,2006,1.22465876474542
