rgn_id,habitat,year,health
6,seaice_edge,2016,0.890002851744911
6,seaice_shoreline,2016,0.822872993012215
7,seaice_edge,2006,1
7,seaice_shoreline,2006,0.932245159225476
7,seaice_edge,2007,1
7,seaice_shoreline,2007,0.95806262335307
7,seaice_edge,2008,1
7,seaice_shoreline,2008,0.974726622926335
7,seaice_edge,2009,1
7,seaice_shoreline,2009,0.96346082039793
7,seaice_edge,2010,0.980973514419135
7,seaice_shoreline,2010,0.964869045713981
7,seaice_edge,2011,0.959799308451859
7,seaice_shoreline,2011,0.937408652050995
7,seaice_edge,2012,0.9547018144227
7,seaice_shoreline,2012,0.963226116178589
7,seaice_edge,2013,0.940977792036502
7,seaice_shoreline,2013,0.962991411959247
7,seaice_edge,2014,0.907844080846968
7,seaice_shoreline,2014,0.932245159225476
7,seaice_edge,2015,0.913039603607457
7,seaice_shoreline,2015,0.874038512828719
7,seaice_edge,2016,0.890002851744911
7,seaice_shoreline,2016,0.822872993012215
8,seaice_edge,2006,1
8,seaice_shoreline,2006,0.932245159225476
8,seaice_edge,2007,1
8,seaice_shoreline,2007,0.95806262335307
8,seaice_edge,2008,1
8,seaice_shoreline,2008,0.974726622926335
8,seaice_edge,2009,1
8,seaice_shoreline,2009,0.96346082039793
8,seaice_edge,2010,0.980973514419135
8,seaice_shoreline,2010,0.964869045713981
8,seaice_edge,2011,0.959799308451859
8,seaice_shoreline,2011,0.937408652050995
8,seaice_edge,2012,0.9547018144227
8,seaice_shoreline,2012,0.963226116178589
8,seaice_edge,2013,0.940977792036502
8,seaice_shoreline,2013,0.962991411959247
8,seaice_edge,2014,0.907844080846968
8,seaice_shoreline,2014,0.932245159225476
8,seaice_edge,2015,0.913039603607457
8,seaice_shoreline,2015,0.874038512828719
8,seaice_edge,2016,0.890002851744911
8,seaice_shoreline,2016,0.822872993012215
9,seaice_edge,2006,1
9,seaice_shoreline,2006,0.932245159225476
9,seaice_edge,2007,1
9,seaice_shoreline,2007,0.95806262335307
9,seaice_edge,2008,1
9,seaice_shoreline,2008,0.974726622926335
9,seaice_edge,2009,1
9,seaice_shoreline,2009,0.96346082039793
9,seaice_edge,2010,0.980973514419135
9,seaice_shoreline,2010,0.964869045713981
9,seaice_edge,2011,0.959799308451859
9,seaice_shoreline,2011,0.937408652050995
9,seaice_edge,2012,0.9547018144227
9,seaice_shoreline,2012,0.963226116178589
9,seaice_edge,2013,0.940977792036502
9,seaice_shoreline,2013,0.962991411959247
9,seaice_edge,2014,0.907844080846968
9,seaice_shoreline,2014,0.932245159225476
9,seaice_edge,2015,0.913039603607457
9,seaice_shoreline,2015,0.874038512828719
9,seaice_edge,2016,0.890002851744911
9,seaice_shoreline,2016,0.822872993012215
